#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_4	6792172	109	Y	N	1	*	4
contig_48	4765434	235	Y	N	1	*	48
contig_49	4757942	456	Y	N	2	*	49
contig_65	4045586	189	Y	N	1	*	65
contig_2	2992049	318	Y	N	1	*	2
contig_1	2845423	503	Y	N	3	*	1
contig_63	2718700	443	Y	N	2	*	63
contig_13	1481471	11	N	N	1	*	7,7,7,5,66,6,6,7,7,7,7,8,9,10,13,-45,-23,-8,-7,-7,-7,-6,-6,-66,-5,-7
contig_30	1065935	10	N	N	1	*	7,5,66,6,6,7,7,7,7,7,8,9,67,30,-32,14,-10,-9,-8,-7,-7
contig_31	1047657	10	N	N	1	*	43,31,-32,-10,-16,-8,-7,-7,-7,-7,-7,-6,-6,-66,-5,-7,-7
contig_70	933244	11	N	N	1	*	7,7,7,5,66,6,6,7,7,7,7,8,70,-69,-10,-9,-8,-7,-7,-7,-6,-6,-66,-66,-5,-7
contig_44	912336	12	N	N	1	*	44,-69,-10,-8,-8,-7,-7,-7,-7,-7,-6,-6,-66,-5,-7,-7,-7
contig_20	816944	11	N	N	1	*	7,7,7,5,66,6,6,7,7,7,8,8,9,10,11,67,11,12,20,-21,22,-23,-8,-7,-7,-7,-7,-6,-6,-66,-5,-7,-7,-7
contig_40	711615	10	N	N	1	*	7,7,5,66,6,6,7,7,7,7,7,8,9,10,-14,40,*
contig_19	694263	14	N	N	1	*	7,5,66,6,6,7,7,7,7,7,8,9,10,-14,19,-7,-6,-6,-66,-5,-7,-7,-7
contig_17	588794	11	N	N	1	*	7,7,7,7,5,66,6,6,7,7,8,9,10,17,*
contig_33	582459	11	N	N	1	*	45,33,51,52,-51
contig_72	455082	11	N	N	1	*	7,7,5,66,6,6,7,7,7,7,7,7,5,66,6,6,7,7,7,7,7,7,5,66,6,6,7,7,7,7,7,8,9,10,10,72,*
contig_38	433301	13	N	N	1	*	7,7,7,5,66,6,6,7,7,7,7,8,38
contig_73	429393	10	N	N	1	*	7,7,5,66,6,6,7,7,7,7,8,24,73,*
contig_41	350827	12	N	N	1	*	*,41,*
contig_18	324206	11	N	N	1	*	8,23,-22,21,43,18,-9,-8,-7,-7,-6,-6,-66,-66,-5,-7,-7
contig_68	250433	10	N	N	1	*	7,7,5,66,6,6,7,7,7,7,7,8,23,-22,68,-27,-10,-9,-8,-7,-7,-7,-7,-6,-6,-66,-5,-7
contig_56	217603	11	N	N	1	*	7,7,5,66,6,6,7,7,7,7,7,8,9,10,34,54,56,-34,-10,-9,-8,-8,-7,-7,-7,-7,-6,-6,-66,-5,-7
contig_39	182730	11	N	N	1	*	39
contig_75	151357	11	N	N	1	*	-74,67,75,-10,-9,-8,-7,-7,-7
contig_61	137819	4	N	N	1	*	74,61,-74
contig_81	110007	343	Y	N	1	*	81
contig_35	96310	10	N	N	1	*	-15,35,*
contig_76	81210	94	Y	N	1	*	76
contig_77	49570	804	Y	N	3	*	77
contig_15	45002	13	N	Y	1	*	15
contig_37	34535	12	N	N	2	*	15,37
contig_74	33529	7	N	Y	1	*	74
contig_25	25392	10	N	N	2	*	25,-24,-7,-7,-7,-7,-7,-6,-66,-66,-5,-7
contig_55	21618	12	N	N	2	*	7,7,5,66,6,6,7,7,7,7,8,9,10,34,55
contig_71	18886	20	N	N	1	*	7,5,66,6,71,-67
contig_82	12735	406	Y	Y	2	*	82
contig_50	11054	116	Y	Y	1	6	50
contig_53	9454	18	N	N	1	*	*,53,*
contig_60	9126	392	Y	Y	2	*	60
contig_3	8620	20	N	N	4	*	*,3,*
contig_46	8555	5	N	Y	1	8	*,46,*
contig_26	8421	10	N	N	1	*	7,7,5,66,6,6,7,7,7,7,7,7,26
contig_29	8175	3	N	Y	1	8	*,29
contig_42	7370	4	N	N	1	*	*,42,*
contig_36	6671	12	N	N	1	*	36
contig_62	6271	21	Y	N	1	*	62
contig_79	6178	16	N	N	1	*	79,58,59,-58
contig_80	5982	500	Y	N	20	*	80
contig_47	4588	3	Y	Y	1	4	47
contig_64	4435	318	Y	Y	17	*	64
contig_78	2050	20	N	N	1	*	*,78,*
