#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_21	466227	5	N	N	1	*	*,21,*
contig_66	259094	3	N	N	1	*	*,66,*
contig_4	187678	3	N	N	1	*	*,4,5,*
contig_85	161012	5	N	N	1	*	*,85,*
contig_43	152120	3	N	N	1	*	*,43,*
contig_17	150091	3	N	N	1	*	*,17,*
contig_63	149701	4	N	N	1	*	*,63,-28,*
contig_33	142378	3	N	N	1	*	*,33,*
contig_16	142049	4	N	N	1	*	*,16,*
contig_119	132798	3	N	N	1	*	*,119,*
contig_83	110001	7	N	N	1	*	*,83,*
contig_19	84855	4	N	N	1	*	*,19,*
contig_111	82804	5	N	N	1	*	*,111,*
contig_106	78075	5	N	N	1	*	*,106,*
contig_53	74699	4	N	N	1	*	*,53,55,*
contig_38	66998	5	N	N	1	*	*,38,*
contig_36	65264	7	N	N	1	*	*,36,*
contig_24	62415	3	N	N	1	*	*,24,*
contig_110	60156	7	N	N	2	*	*,109,110,-109,*
contig_10	57895	3	N	N	1	*	*,10,*
contig_27	57511	4	N	N	1	*	*,27,*
contig_30	52883	3	N	N	1	*	*,30,*
contig_9	52467	6	N	N	1	*	*,9,*
contig_113	50880	5	N	N	1	*	*,113,*
contig_1	48646	5	N	N	1	*	*,1,*
contig_28	46333	3	N	Y	1	*	*,28
contig_37	45516	7	N	N	1	*	*,37,*
contig_68	44610	5	N	N	1	*	*,68,*
contig_11	42842	7	Y	N	1	*	11
contig_60	41436	6	N	N	1	*	*,60,*
contig_114	40824	7	N	N	1	*	*,114,*
contig_88	39650	6	N	N	1	*	*,88,*
contig_40	39117	5	N	N	1	*	*,40,*
contig_80	39113	5	N	N	1	*	*,80,*
contig_23	38571	6	N	N	1	*	*,23,*
contig_79	36298	3	N	N	1	*	*,79,*
contig_120	35910	3	N	N	1	*	*,120,*
contig_34	35715	8	N	N	2	*	*,34,*
contig_78	35362	4	N	N	1	*	*,78,*
contig_87	33740	6	N	N	1	*	*,87,*
contig_14	33703	4	N	N	1	*	*,14,*
contig_75	32448	6	N	Y	3	*	*,75
contig_122	32377	5	N	Y	2	*	*,122,*
contig_25	31594	3	N	Y	1	32	*,25,*
contig_115	31533	5	N	N	1	*	*,115,*
contig_26	31497	4	N	Y	1	32	*,26,*
contig_121	31064	5	N	N	1	*	*,121,81,*
contig_58	30083	5	N	N	1	*	*,58,*
contig_52	29999	6	N	N	1	*	*,52,*
contig_31	29293	4	N	N	1	*	*,31,*
contig_8	28345	3	N	N	1	*	*,8,*
contig_62	27217	5	N	N	1	*	*,62,*
contig_22	27105	4	N	N	1	*	*,22,*
contig_50	26610	5	N	Y	1	*	*,50
contig_39	26162	6	N	N	1	*	*,39,*
contig_91	23651	3	N	N	1	*	*,91,*
contig_44	22209	5	N	N	1	*	*,44,*
contig_109	19265	7	N	Y	2	*	*,109
contig_112	18332	7	N	N	1	*	*,112,*
contig_67	16964	5	N	N	1	*	*,67,*
contig_20	16778	3	N	N	1	*	*,20,*
contig_69	15930	5	N	N	1	*	*,69,*
contig_84	15918	7	N	N	1	*	*,84,*
contig_48	14778	6	N	N	1	*	*,48,-49
contig_29	14197	7	N	N	2	*	*,29,*
contig_90	13996	5	N	N	1	*	*,90,*
contig_32	13816	4	N	N	1	*	*,32,*
contig_107	13321	5	N	N	1	*	*,107,*
contig_116	12729	20	Y	N	5	*	116
contig_97	12500	3	N	Y	1	*	*,97,*
contig_18	11854	7	N	N	1	*	*,18,*
contig_57	11726	5	N	N	1	*	*,57,*
contig_89	11221	7	N	N	1	*	*,89,*
contig_56	10935	7	N	N	1	*	*,56,*
contig_7	10856	4	N	N	1	*	*,7,*
contig_118	10852	6	N	N	1	*	*,118,*
contig_86	9883	9	N	N	1	*	*,86,*
contig_100	9269	3	N	N	1	*	*,100,*
contig_51	8896	4	N	N	1	*	*,50,51,*
contig_117	8140	7	N	N	1	*	*,117,*
contig_105	7706	5	N	N	1	*	*,105,*
contig_45	7354	8	N	N	2	*	*,45,*
contig_59	7306	3	N	N	1	*	*,59,*
contig_108	6182	3	N	N	1	*	*,108,*
contig_92	5956	5	N	N	1	*	*,92,*
contig_103	5904	6	Y	Y	3	*	103
contig_64	5330	20	Y	N	6	*	64
contig_76	5306	3	N	Y	1	28	*,76,*
contig_77	5270	3	N	Y	1	28	*,77,*
contig_93	4883	4	N	N	1	*	*,93,*
contig_65	3983	3	N	N	1	*	*,65,*
contig_96	3545	4	N	N	1	*	*,96,*
contig_15	3230	5	N	N	1	*	*,15,*
contig_61	3164	6	N	N	1	*	*,61,*
contig_35	3089	6	N	N	1	*	*,35,*
contig_104	2449	4	N	N	1	*	*,104,*
contig_102	2301	20	N	N	5	*	*,102,*
contig_74	546	3	N	Y	1	26	*,74,*
