#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_11	6792156	16	Y	N	1	*	11
contig_2	4765466	35	Y	N	1	*	2
contig_1	4757985	70	Y	N	1	*	1
contig_32	4045604	27	Y	N	1	*	32
contig_26	2992054	47	Y	N	1	*	26
contig_27	2845435	78	Y	N	2	*	27
contig_37	2718713	66	Y	N	2	*	37
contig_28	199764	3	N	N	1	*	*,28,*
contig_45	110007	49	Y	N	1	*	45
contig_30	96396	3	N	N	1	*	*,30,*
contig_24	92725	3	N	N	1	*	*,24,*
contig_12	86703	3	N	N	1	*	*,12,*
contig_4	86514	3	N	N	1	*	*,4,6,52,*
contig_50	81204	13	Y	N	1	*	50
contig_20	80674	3	N	N	1	*	*,20,*
contig_21	78479	3	N	N	1	*	*,21,*
contig_22	73627	4	N	N	1	*	*,22,*
contig_23	70441	3	N	N	1	*	*,23,*
contig_36	68361	3	N	N	1	*	*,36,*
contig_10	60406	3	N	N	1	*	*,10,*
contig_42	54663	3	N	N	1	*	*,42,*
contig_40	53198	3	N	N	1	*	*,40,*
contig_34	53057	3	N	N	1	*	*,34,*
contig_31	51158	3	N	N	1	*	*,31,*
contig_49	49571	121	Y	N	3	*	49
contig_41	49107	3	N	N	1	*	*,41,*
contig_3	40386	3	N	N	1	*	*,3,*
contig_39	33498	4	N	N	1	*	*,39,*
contig_35	27288	3	N	N	1	*	*,35,*
contig_19	25811	3	N	N	1	*	*,19,*
contig_15	25421	3	N	N	1	*	*,15,*
contig_43	24169	3	N	N	1	*	*,43,*
contig_51	19104	37	Y	N	1	*	51
contig_29	18770	4	N	N	1	*	*,29,*
contig_44	18603	3	N	N	1	*	*,44,*
contig_48	18283	40	Y	N	1	*	48
contig_38	17630	4	N	N	1	*	*,38,*
contig_18	14379	3	N	N	1	*	*,18,*
contig_13	13409	3	N	N	1	*	*,13,*
contig_25	6032	14	Y	N	1	*	25
contig_46	4494	20	N	N	1	*	*,46,*
contig_33	2993	120	Y	Y	15	*	33
contig_17	2216	71	Y	Y	14	*	17
