#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_50	6792226	54	Y	N	1	*	50
contig_55	4765432	118	Y	N	1	*	55
contig_54	4757959	230	Y	N	2	*	54
contig_64	4045599	95	Y	N	1	*	64
contig_47	2992043	159	Y	N	1	*	47
contig_48	2845417	259	Y	N	3	*	48
contig_81	2718709	217	Y	N	1	*	81
contig_10	725259	5	N	N	1	*	*,10,42,42,44,-95,43
contig_31	720773	5	N	N	1	*	-43,-43,-43,-42,-28,39,-77,-75,76,31,67,67,*
contig_6	660863	6	N	N	1	*	*,6,*
contig_13	656004	5	N	N	1	*	-43,95,-44,45,13,*
contig_8	460928	6	N	N	1	*	*,8,26,25,28,42,44,-95,43,42,44,-95,43,42,44,-95,43
contig_12	445561	4	N	N	1	*	*,12,42,44,-95,43,43
contig_35	423596	5	N	N	1	*	-43,-43,95,-44,45,35,*
contig_32	335484	6	N	N	1	*	*,32,*
contig_93	333254	8	N	N	1	*	*,93,70,-96,-95,43,43,43
contig_19	331107	5	N	N	1	*	*,19,68,70,-96,-95,43
contig_34	326863	5	N	N	1	*	-43,-43,-42,-28,-25,34,*
contig_78	317908	7	N	N	1	*	*,78,*
contig_102	304811	5	N	N	1	*	-43,-43,95,-44,45,-30,-25,38,-77,102,*
contig_9	283884	5	N	N	1	*	9
contig_98	278648	5	N	N	1	*	*,98
contig_37	275706	5	N	N	1	*	-43,95,-44,-42,-28,-25,-26,37,*
contig_56	272853	4	N	N	1	*	*,56,-94,26,25,28,42,43,43
contig_65	260357	7	N	N	1	*	*,65,*
contig_40	257134	6	N	N	1	*	-43,-43,95,-44,-42,-42,-28,-25,40,30,-45,42,44,-95,43
contig_23	251570	7	N	N	1	*	-43,-43,95,23,*
contig_60	232375	5	N	N	1	*	*,60,*
contig_53	214744	5	N	N	1	*	*,53,*
contig_22	208317	6	N	N	1	*	*,22,-94,26,25,28,42,44,-95,43
contig_14	200337	7	N	N	1	*	14,*
contig_49	191318	6	N	N	1	*	*,49,*
contig_58	180154	7	N	N	1	*	*,58,*
contig_24	170678	7	N	N	1	*	24,26,25,28,42,42,44,-95,43,43,43
contig_80	165595	6	N	N	1	*	*,80,*
contig_69	157947	5	N	N	1	*	-68,69,*
contig_33	151325	6	N	N	1	*	*,33,*
contig_100	149575	6	N	N	1	*	96,100,*
contig_84	147146	3	N	N	1	*	*,84,*
contig_101	145168	5	N	N	1	*	*,101,75,77,-38,25,28,42,43,43,43
contig_52	145084	7	N	N	1	*	-43,95,-44,-42,-43,95,-44,-42,-43,95,-44,45,52,*
contig_71	138963	6	N	N	1	*	*,71,*
contig_21	138313	4	N	N	1	*	*,21,*
contig_11	122150	5	N	N	1	*	*,11,44,-95,43,43
contig_103	114931	5	N	N	1	*	*,103,*
contig_90	110939	5	N	N	1	*	90,*
contig_82	110617	5	N	N	1	*	*,82,*
contig_99	110007	172	Y	N	1	*	99
contig_29	104697	6	N	N	1	*	29,42,44,-95,43,43,43
contig_59	96613	4	N	N	1	*	*,59,*
contig_2	81209	42	Y	N	1	*	2
contig_74	68459	6	N	N	1	*	*,74,*
contig_4	60616	8	N	N	1	*	4
contig_88	49569	406	Y	N	3	*	88
contig_91	44609	3	N	N	1	*	*,91,*
contig_15	43979	6	N	N	1	*	15,*
contig_97	38209	21	Y	N	1	*	97
contig_20	35707	5	N	N	1	*	*,20,*
contig_51	29775	3	N	N	1	*	*,51,*
contig_63	29492	6	N	N	1	*	62,63,-76,75,77,-39
contig_27	25366	7	N	N	1	*	27,42,42,44,-95,43,43,43
contig_73	22587	3	N	N	1	*	*,73,*
contig_1	19612	21	N	N	1	*	*,1,*
contig_66	18477	5	N	N	1	*	*,66,*
contig_61	15836	3	N	N	1	*	61,-62
contig_36	15476	8	N	N	1	*	*,36,*
contig_87	14455	3	N	N	1	*	*,104,87,-104,*
contig_41	14386	5	N	N	1	*	*,41,*
contig_89	14197	4	N	N	1	*	*,89,*
contig_86	11052	58	Y	Y	1	16	86
contig_104	11004	4	N	Y	1	*	*,104
contig_72	9964	5	N	N	1	*	*,72,*
contig_79	9482	10	N	N	2	*	*,79,*
contig_57	9131	199	Y	Y	2	*	57
contig_46	6018	22	Y	N	1	*	46
contig_92	5933	20	N	Y	1	18	92
contig_7	5511	8	N	Y	1	14	7
contig_105	2993	397	Y	Y	14	*	105
contig_83	2216	266	Y	Y	14	*	83
contig_85	2047	20	N	Y	1	*	*,85,*
contig_16	857	3	N	Y	1	4	*,16,*
