#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_70	6792211	69	Y	N	1	*	70
contig_2	4765450	209	Y	N	1	*	2
contig_1	4758021	418	Y	N	3	*	1
contig_76	4045610	112	Y	N	1	*	76
contig_3	2992052	194	Y	N	1	*	3
contig_4	2845430	348	Y	N	2	*	4
contig_43	2718711	267	Y	N	2	*	43
contig_11	924016	6	N	N	1	*	-31,-31,-30,-30,-30,-29,86,11,30,30,34,-44,-44,-37,31
contig_16	826642	6	N	N	1	*	*,16,-47,-35,29,32,30,34,-44,-44,-37,31
contig_26	694385	9	N	N	1	*	-31,37,44,44,-34,-30,-30,-29,-29,-27,-25,26,-45,-37,31,31
contig_63	674750	7	N	N	1	*	-31,37,44,44,-34,-30,-30,-30,-29,-29,60,63,*
contig_50	655473	7	N	N	1	*	*,50,*
contig_12	589227	5	N	N	1	*	*,12,29,29,30,30,34,-45,-37,31,31
contig_84	530877	7	N	N	1	*	-31,-31,-31,-31,37,44,44,-34,-30,-30,84,*
contig_68	528427	7	N	N	1	*	60,62,68,*
contig_14	501352	6	N	N	1	*	14,*
contig_79	428275	7	N	N	1	*	*,-91,79,*
contig_80	379111	7	N	N	1	*	80,*
contig_90	362663	7	N	N	1	*	*,90,91,*
contig_36	361024	7	N	N	1	*	-31,-31,37,44,44,-34,-30,36,*
contig_5	317533	8	N	N	1	*	-31,-31,37,44,45,-34,-30,-30,5,-51,-49
contig_20	308519	6	N	N	1	*	20,*
contig_15	285750	4	N	N	1	*	-31,37,44,44,-34,-30,-30,-29,15
contig_53	251943	6	N	N	1	*	-31,37,44,44,-34,-30,49,51,53,*
contig_8	238236	7	N	N	1	*	-31,-31,-30,-30,-30,-29,-29,35,8
contig_54	236378	6	N	N	1	*	54
contig_38	230084	6	N	N	1	*	-31,37,44,44,-34,-30,38,*
contig_19	207444	7	N	N	1	*	19,56,58
contig_59	178318	6	N	N	1	*	-31,-31,-31,37,44,44,-34,-30,-30,-29,-29,86,59,*
contig_17	172279	5	N	N	1	*	-31,37,44,44,-34,-30,-30,-33,-29,17,*
contig_57	171271	7	N	N	1	*	-58,-56,57,*
contig_83	167469	6	N	N	1	*	*,83,25,27,29,29,30,30,31,31
contig_52	165490	7	N	N	1	*	-31,-31,37,44,44,-34,-30,49,52,*
contig_85	150410	7	N	N	1	*	-31,37,44,44,-34,-30,-31,37,44,44,-34,-30,-31,37,44,44,-34,-30,-30,-29,-29,85,*
contig_64	146338	4	N	N	1	*	*,64,*
contig_18	132259	4	N	N	1	*	-31,-31,-31,37,44,-34,18
contig_81	131329	5	N	N	1	*	81,*
contig_78	130700	8	N	N	1	*	78,*
contig_75	127751	5	N	N	1	*	*,75,*
contig_39	110436	8	N	N	1	*	-31,37,44,45,-34,-30,-30,-30,-29,39,*
contig_89	110007	296	Y	N	2	*	89
contig_92	81273	3	N	N	1	*	*,92,*
contig_40	81217	66	Y	N	1	*	40
contig_73	68084	7	N	N	1	*	*,73,*
contig_88	49573	749	Y	N	5	*	88
contig_23	39255	7	N	N	1	*	*,-82,23,-22
contig_72	38802	3	N	N	1	*	*,72,*
contig_93	31835	22	Y	N	1	*	93
contig_67	31505	4	N	N	1	*	*,67,*
contig_24	30339	6	N	N	1	*	*,-82,22,24,-62,-60
contig_55	24649	4	N	N	1	*	*,55,*
contig_28	19967	4	N	N	1	*	28,-47,-35,29,33,30,30,30,31,31
contig_21	19262	4	N	N	1	*	*,21,*
contig_13	15346	4	N	N	1	*	*,13,*
contig_65	9122	269	Y	Y	1	*	65
contig_61	8908	7	N	N	1	*	*,61,*
contig_74	7423	3	N	N	1	*	*,74,*
contig_94	6178	9	Y	N	1	*	94
contig_66	6019	27	Y	N	1	*	66
contig_10	5717	20	N	Y	1	16	10
contig_77	5302	20	N	Y	1	12	77
contig_87	4432	393	Y	Y	3	*	87
contig_46	4003	3	N	N	1	*	*,46,*
contig_71	2993	749	Y	Y	5	*	71
contig_7	1992	3	N	Y	1	6	7
