#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_25	391016	4	N	N	1	*	*,25,*
contig_189	353008	4	N	N	1	*	*,189,*
contig_73	333246	4	N	N	1	*	-3,73
contig_180	256220	5	N	N	1	*	*,-10,180,*
contig_187	227934	5	N	N	1	*	*,187,*
contig_155	220859	3	N	N	1	*	*,155,*
contig_166	211130	3	N	N	1	*	*,166,*
contig_24	199040	4	N	N	1	*	*,24,*
contig_5	195800	6	N	N	1	*	*,5,*
contig_69	191804	3	N	N	1	*	*,69,*
contig_26	174313	4	N	N	1	*	*,26,*
contig_194	157511	3	N	N	1	*	*,194,*
contig_18	150613	3	N	N	1	*	*,18,*
contig_17	150293	4	N	N	1	*	*,17,*
contig_181	143415	6	N	N	1	*	*,181,*
contig_202	127526	4	N	N	1	*	*,202,*
contig_12	117071	5	N	N	1	*	*,12
contig_199	108516	6	N	N	1	*	*,199,*
contig_77	108500	3	N	N	1	*	*,77,*
contig_162	98718	5	N	N	1	*	*,162,*
contig_84	97687	7	N	N	2	*	*,84,*
contig_90	97327	4	N	N	1	*	*,90,*
contig_104	95245	5	N	N	1	*	*,104,*
contig_198	90017	6	N	N	1	*	*,198,*
contig_174	87250	4	N	N	1	*	*,174,*
contig_113	86854	5	N	N	1	*	*,113,*
contig_6	85858	6	N	N	1	*	*,6,*
contig_13	82858	6	N	N	1	*	3,13,*
contig_96	81395	5	N	N	1	*	*,96,-179,3
contig_201	76133	3	N	N	1	*	*,201,*
contig_70	74688	5	N	N	1	*	*,70,*
contig_21	73788	6	N	N	1	*	*,21,*
contig_196	73231	3	N	N	1	*	*,196,*
contig_71	72535	3	N	N	1	*	*,71,*
contig_4	70077	7	N	N	1	*	*,4,*
contig_193	68629	5	N	N	1	*	*,193,*
contig_215	67872	4	N	N	1	*	*,215,*
contig_45	66990	4	N	N	1	*	*,45,*
contig_190	65115	4	N	N	1	*	*,190,*
contig_165	64803	3	N	N	1	*	*,165,*
contig_173	64696	3	N	N	1	*	*,173,*
contig_185	62474	4	N	N	1	*	*,185,*
contig_89	62236	3	N	N	1	*	*,89,*
contig_1	61978	8	N	N	2	*	*,1,*
contig_75	61844	4	N	N	1	*	*,75,*
contig_99	61475	3	N	N	1	*	*,99,*
contig_142	59609	3	N	N	1	*	*,142,*
contig_58	59172	6	N	N	1	*	*,58,*
contig_64	58554	4	N	N	1	*	*,64,*
contig_61	58336	10	N	N	3	*	*,61,*
contig_146	58065	3	N	N	1	*	*,146,*
contig_79	57012	3	N	N	1	*	*,79,*
contig_213	53902	6	N	N	1	*	213,*
contig_128	53412	3	N	N	1	*	*,128,*
contig_3	50323	8	N	Y	2	*	3
contig_123	50035	3	N	N	1	*	*,123,*
contig_211	49280	4	N	N	1	*	*,211,*
contig_57	48958	5	N	N	1	*	*,57,*
contig_141	48781	4	N	N	1	*	*,141,*
contig_177	46874	3	N	N	1	*	*,177,*
contig_88	46753	6	N	N	1	*	*,88,*
contig_157	46681	4	N	N	1	*	*,157,*
contig_143	45183	3	N	N	1	*	*,143,*
contig_65	44970	3	N	N	1	*	*,65,*
contig_11	44560	5	N	N	1	*	*,-10,11,*
contig_40	44034	6	N	N	1	*	*,40,*
contig_205	44017	5	N	N	1	*	*,205,*
contig_195	43777	5	N	N	1	*	*,195,*
contig_51	43575	4	N	N	1	*	*,51,*
contig_95	43161	6	N	N	1	*	179,95,*
contig_55	42466	5	N	N	1	*	*,55,*
contig_20	41091	4	N	N	1	*	*,20,*
contig_129	40265	4	N	N	1	*	*,129,*
contig_16	39950	6	N	N	1	*	*,16,*
contig_32	39939	3	N	N	1	*	32,*
contig_159	39656	7	N	N	2	*	159,*
contig_83	38926	6	N	N	1	*	*,83,*
contig_9	38713	3	N	Y	1	*	*,9
contig_171	38229	4	N	N	1	*	*,171,*
contig_204	36712	5	N	N	1	*	*,204,*
contig_203	36707	6	N	N	1	*	*,203,*
contig_8	36528	7	N	N	2	*	-3,8,*
contig_23	36330	5	N	N	1	*	*,23,*
contig_214	35843	5	N	N	1	*	*,214,*
contig_209	35702	4	N	N	1	*	*,209,*
contig_94	35452	4	N	N	1	*	*,94,*
contig_53	33926	6	N	N	1	*	*,53,*
contig_27	33121	3	N	N	1	*	*,27,*
contig_120	32656	3	N	N	1	*	*,120,*
contig_134	32433	3	N	N	1	*	*,134,*
contig_210	32262	5	N	N	1	*	*,210,*
contig_62	32072	4	N	N	1	*	*,62,*
contig_208	31857	5	N	N	1	*	*,208,*
contig_126	30739	3	N	N	1	*	*,126,*
contig_106	30511	3	N	N	1	*	*,106,*
contig_80	30106	6	N	N	1	*	*,80,*
contig_183	29398	3	N	N	1	*	*,183,*
contig_39	29292	6	N	N	2	*	*,39,*
contig_156	29088	4	N	N	1	*	*,156,*
contig_197	28686	5	N	N	1	*	*,197,*
contig_161	28568	3	N	N	1	*	*,161,*
contig_151	27799	4	N	N	1	*	*,151,*
contig_148	27208	3	N	N	1	*	*,148,*
contig_74	27093	4	N	N	1	*	*,74,*
contig_178	26712	7	N	N	1	*	*,178,*
contig_192	24187	6	N	N	1	*	*,192,*
contig_139	22904	3	N	N	1	*	*,139,*
contig_182	22659	3	N	N	1	*	*,182,*
contig_67	22520	4	N	N	1	*	*,67,*
contig_87	22499	6	N	N	1	*	*,87,*
contig_121	21876	6	N	N	1	*	*,121,*
contig_125	21770	3	N	N	1	*	*,125,*
contig_22	20681	6	N	N	2	*	*,22,*
contig_46	20600	4	N	N	1	*	*,46,*
contig_48	20375	5	N	N	1	*	*,48,*
contig_124	20179	6	N	N	1	*	*,124,*
contig_131	19913	3	N	N	1	*	*,131,*
contig_212	19756	6	N	N	1	*	*,212,*
contig_137	19576	6	N	N	1	*	*,137,*
contig_116	19480	6	N	N	1	*	*,116,*
contig_7	19334	6	N	N	1	*	*,7,*
contig_206	19303	3	N	N	1	*	*,206,*
contig_108	18758	4	N	N	1	*	*,108,*
contig_60	18755	3	N	N	1	*	*,60,*
contig_10	18631	3	N	Y	1	*	10,*
contig_191	18425	6	N	N	1	*	*,191,*
contig_93	18414	3	N	N	1	*	*,93,*
contig_91	18325	3	N	N	1	*	*,91,*
contig_133	18093	3	N	N	1	*	*,133,*
contig_167	16911	4	N	N	1	*	*,167,*
contig_41	16805	5	N	N	1	*	*,41,*
contig_170	16680	6	N	N	2	*	*,170,*
contig_98	16147	3	N	N	1	*	*,98,*
contig_109	15783	6	N	N	1	*	*,109,*
contig_38	15316	5	N	N	1	*	*,38,*
contig_207	15248	4	N	N	1	*	*,207,*
contig_114	14588	6	N	N	1	*	*,114,*
contig_168	13300	5	N	N	1	*	*,168,*
contig_68	12983	3	N	N	1	*	*,68,*
contig_184	12890	5	N	N	1	*	*,184,*
contig_176	12871	5	N	N	1	*	*,176,*
contig_186	12735	18	Y	N	5	*	186
contig_140	12596	4	N	N	1	*	*,140,*
contig_42	11897	7	N	N	1	*	*,42,*
contig_49	11839	4	N	N	1	*	*,49,*
contig_144	11810	5	N	N	1	*	*,144,*
contig_127	11661	7	N	N	1	*	*,127,*
contig_44	10942	7	N	N	2	*	*,44,*
contig_175	10892	5	N	N	1	*	*,175,*
contig_76	10497	5	N	N	1	*	*,76,*
contig_112	10476	5	N	N	1	*	*,112,*
contig_100	10418	3	N	N	1	*	*,100,*
contig_117	10253	5	N	N	1	*	*,117,*
contig_92	10174	4	N	N	1	*	*,92,*
contig_115	10124	6	N	N	1	*	*,115,*
contig_111	9930	4	N	N	1	*	*,111,*
contig_164	9595	3	N	N	1	*	*,164,*
contig_188	9132	5	Y	N	1	*	188
contig_43	9064	4	N	N	1	*	*,43,*
contig_136	9025	3	N	N	1	*	*,136,*
contig_200	8951	5	N	N	1	*	*,200,*
contig_56	8919	5	N	N	1	*	*,56,*
contig_147	8518	6	N	N	1	*	*,147,*
contig_110	8467	4	N	N	1	*	*,110,*
contig_163	8180	5	N	N	1	*	*,163,*
contig_59	8016	4	N	N	1	*	*,59,*
contig_82	7926	6	N	N	1	*	*,82,*
contig_103	7889	4	N	N	1	*	*,103,*
contig_14	7795	5	N	N	1	*	*,14,*
contig_122	7626	5	N	N	1	*	*,122,*
contig_52	7612	4	N	N	1	*	*,52,*
