#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_74	6792222	84	Y	N	1	*	74
contig_2	4765457	191	Y	N	1	*	2
contig_1	4757995	372	Y	N	2	*	1
contig_59	4045611	154	Y	N	1	*	59
contig_65	2992055	271	Y	N	2	*	65
contig_64	2845436	407	Y	N	3	*	64
contig_75	2718709	370	Y	N	2	*	75
contig_26	1202928	8	N	N	1	*	3,3,3,4,4,7,17,18,-16,5,12,49,26,60
contig_9	813538	7	N	N	1	*	3,3,3,4,7,18,18,-16,6,9,*
contig_36	805182	9	N	N	1	*	3,3,3,3,3,4,4,7,17,18,18,-16,5,8,19,24,36,-35,-19,33,-12,-5,16,-18,-18,-7,-4,-4,-3,-3,-3
contig_54	744446	8	N	N	1	*	3,3,3,4,7,17,18,18,-16,6,13,54,*
contig_39	736536	9	N	N	1	*	3,3,3,4,7,18,-16,5,12,-33,19,39,-55,-38
contig_44	639382	9	N	N	1	*	*,44,-14,-5,16,-18,-17,-7,-4,-4,-3,-3,-3,-3
contig_23	588877	9	N	N	1	*	*,23,-13,-6,16,-18,-7,-4,-3,-3,-3,-3,-3
contig_82	583368	11	N	N	1	*	21,82,-57,-41,-19,-8
contig_15	577827	8	N	N	1	*	3,3,3,3,3,4,7,18,18,-16,5,15,-17,-7,-4,-4,-4,-3,-3,-3
contig_40	555250	9	N	N	1	*	-60,-42,21,27,40,-55,-38
contig_85	517094	9	N	N	1	*	-86,85,-49
contig_22	447572	8	N	N	1	*	3,3,3,3,4,4,7,18,18,-16,8,19,22,*
contig_52	433929	8	N	N	1	*	3,3,3,4,4,4,7,17,18,18,-16,5,12,-33,35,51,52,*
contig_81	425804	8	N	N	1	*	3,3,3,5,8,19,81,-11,-6,16,-18,-18,-17,-7,-4,-3,-3,-3
contig_25	402896	8	N	N	1	*	25,-14
contig_10	327780	8	N	N	1	*	3,3,3,3,3,3,4,4,4,4,4,7,18,-16,10,-18,-7,-4,-4,-3,-3,-3
contig_43	285271	8	N	N	1	*	3,3,4,4,4,7,17,18,18,-16,5,8,19,43
contig_20	267094	8	N	N	1	*	3,3,3,6,8,19,20,*
contig_79	245215	9	N	N	1	*	3,3,4,4,4,7,17,18,18,-16,79,33,-12,-5,16,-18,-18,-17,-7,-4,-4,-4,-3,-3,-3,-3,-3
contig_34	239854	9	N	N	1	*	86,27,27,45,62,63,-62,34,-12,-5,16,-18,-18,-17,-7,-4,-4,-3,-3,-3
contig_90	236864	9	N	N	1	*	*,90
contig_48	222418	7	N	N	1	*	3,3,3,3,4,4,4,7,17,18,18,-16,3,6,8,19,46,48,-46,28,-19,-8,-6,16,-18,-18,-17,-7,-4,-4,-3,-3,-3
contig_50	184953	7	N	N	1	*	3,3,3,4,7,17,18,-16,3,3,4,7,17,18,18,-16,3,3,4,7,18,-16,5,12,50,*
contig_92	110007	288	Y	N	1	*	92
contig_87	96939	4	N	N	1	*	*,87,*
contig_83	84971	11	N	N	1	*	83,-51,-35,33,-12,-5,16,-18,-7,-4,-3,-3,-3
contig_88	81220	34	Y	N	1	*	88
contig_84	80457	7	N	N	1	*	84
contig_58	50113	14	N	N	1	*	58,-57,-41,-19,-8,-5,16,-18,-18,-7,-4,-4,-3,-3,-3
contig_77	49572	657	Y	N	3	*	77
contig_86	35126	4	N	Y	1	*	86
contig_89	31835	21	Y	N	1	*	89
contig_32	22679	9	N	N	1	*	32,-11,16,-18,-18,-7,-4,-4,-3,-3,-3,-3
contig_56	21806	12	N	N	1	*	3,3,6,8,38,56
contig_29	18288	6	N	N	1	*	29
contig_76	11052	65	Y	Y	1	8	76
contig_61	9695	6	N	N	1	*	*,61,*
contig_53	9135	243	Y	Y	1	*	53
contig_37	6630	4	N	Y	1	14	37,*
contig_78	6274	20	Y	N	1	*	78
contig_71	6173	9	N	N	1	*	71,-69,70,69
contig_80	5934	20	N	Y	1	12	80
contig_91	5225	398	Y	N	99	*	91
contig_68	3192	4	Y	Y	1	4	68
contig_31	1675	3	N	N	1	*	*,31,*
contig_30	875	5	N	Y	1	*	30
contig_47	745	11	N	Y	1	14	*,47
