#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_52	974583	5	N	N	1	*	*,52,*
contig_35	729436	4	N	N	1	*	*,35,-137,-137,*
contig_15	645015	4	N	N	1	*	*,15,*
contig_2	562242	6	N	N	1	*	*,2,*
contig_82	443370	7	Y	N	1	*	82
contig_119	412790	6	N	N	1	*	*,119,*
contig_23	403446	5	N	N	1	*	*,-39,23,*
contig_87	353113	5	N	N	1	*	*,87,*
contig_9	344223	6	N	N	1	*	*,9,*
contig_125	318086	4	N	N	1	*	*,125,*
contig_32	275907	6	N	N	1	*	*,32,*
contig_53	274724	4	N	N	1	*	*,137,53,*
contig_5	253410	6	N	N	1	*	*,5,*
contig_10	220617	4	N	N	1	*	*,10,-44,*
contig_20	204316	6	N	N	1	*	*,20,*
contig_41	190903	7	N	N	1	*	*,41,134,*
contig_140	190353	4	N	N	1	*	*,140,*
contig_135	180304	3	N	N	1	*	*,-134,135,*
contig_88	167120	3	N	N	1	*	*,88,*
contig_83	166940	5	N	N	1	*	*,83,*
contig_31	163111	6	N	N	1	*	*,31,*
contig_107	146440	6	N	N	1	*	*,107,*
contig_45	136614	3	N	N	1	*	45,*
contig_43	127176	4	N	N	1	*	43,*
contig_22	126812	4	N	N	1	*	*,22,*
contig_143	124225	4	N	N	1	*	*,143,*
contig_34	119964	6	N	N	1	*	*,34,*
contig_25	112031	5	N	N	1	*	*,25,*
contig_6	105029	4	N	N	1	*	*,6,*
contig_57	104851	3	N	N	1	*	*,57,*
contig_128	104811	4	N	N	1	*	128
contig_33	104477	8	N	N	1	*	*,33,*
contig_46	102616	7	N	N	1	*	*,46,*
contig_11	100599	6	N	N	1	*	*,11,*
contig_111	97453	9	N	N	1	*	*,111,*
contig_28	96109	8	N	N	1	*	*,28,*
contig_59	93616	3	N	N	1	*	*,59,*
contig_63	90852	5	N	N	1	*	*,63,*
contig_144	85860	3	N	N	1	*	*,144,*
contig_100	81901	7	N	N	1	*	*,100,*
contig_64	76719	3	N	N	1	*	*,64,*
contig_114	75198	6	N	N	1	*	*,114,*
contig_12	74943	6	N	N	1	*	*,12,*
contig_75	73775	4	N	N	1	*	*,75,*
contig_90	71929	3	N	N	1	*	*,90,*
