#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_19	2977961	9	N	N	1	*	*,19,*
contig_6	2845411	17	Y	N	2	*	6
contig_40	2718922	13	Y	N	2	*	40
contig_3	2389855	10	N	N	1	*	*,3,*
contig_8	1446939	14	N	N	1	*	*,8,*
contig_21	998567	6	N	N	1	*	*,21,*
contig_9	857544	7	N	N	1	*	*,9,*
contig_4	793845	15	N	N	1	*	*,4,*
contig_36	776309	7	N	N	1	*	*,36,*
contig_23	543708	6	N	N	1	*	94,25,23,*
contig_39	488691	8	N	N	1	*	*,39,*
contig_84	473633	5	N	N	1	*	*,84,*
contig_13	453306	4	N	N	1	*	*,13,*
contig_30	433474	8	N	N	1	*	-72,30,*
contig_17	422402	15	N	N	1	*	-29,17,*
contig_34	418690	4	N	N	1	*	*,34,52,*
contig_33	366395	8	N	N	1	*	*,33,*
contig_61	361857	8	N	N	1	*	*,61,*
contig_26	319332	8	N	N	1	*	26,*
contig_16	283335	16	N	N	1	*	*,16,*
contig_103	278009	5	N	N	1	*	103,*
contig_38	274908	4	N	N	1	*	*,38,*
contig_7	260348	7	N	N	1	*	7,*
contig_1	254255	6	N	N	1	*	*,1,*
contig_31	242843	15	N	N	1	*	*,31
contig_83	223753	8	N	N	1	*	*,83,*
contig_90	211480	4	N	N	1	*	*,90,*
contig_32	211040	8	N	N	1	*	*,32,*
contig_92	200587	4	N	N	1	*	*,92,*
contig_101	195763	4	N	N	1	*	*,101,*
contig_5	191615	4	N	N	1	*	*,5,*
contig_15	185214	8	N	N	1	*	*,15,*
contig_78	177450	4	N	N	1	*	*,78,*
contig_102	161241	8	N	N	1	*	*,102,*
contig_35	158680	7	N	N	1	*	*,35,*
contig_93	155381	4	N	N	1	*	93,*
contig_37	152963	4	N	N	1	*	*,37,*
contig_27	149939	5	N	N	1	*	*,27,*
contig_20	140951	4	N	N	1	*	*,20,*
contig_85	138936	7	N	N	1	*	*,85,*
contig_42	137000	4	N	N	1	*	*,42,*
contig_96	124313	4	N	N	1	*	*,96,*
contig_11	116206	4	N	N	1	*	*,11,*
contig_79	114811	6	N	N	1	*	*,79,*
contig_49	111008	4	N	N	1	*	*,49,*
contig_98	110032	8	Y	N	1	*	98
contig_41	109814	3	N	N	1	*	*,41,*
contig_54	108599	5	N	N	1	*	*,54,*
contig_63	107433	8	N	N	1	*	*,63,*
contig_86	107153	7	N	N	1	*	*,86,*
contig_87	102321	3	N	N	1	*	*,87,*
contig_82	101666	9	N	N	1	*	*,82,*
contig_12	93830	4	N	N	1	*	*,12,*
contig_99	90159	3	N	N	1	*	*,99,*
contig_2	85749	5	N	N	1	*	*,2,*
contig_81	85653	4	N	N	1	*	*,81,*
contig_48	84109	3	N	N	1	*	*,48,*
contig_104	82330	4	N	N	1	*	104,*
contig_14	80586	4	N	N	1	*	*,14,*
contig_65	73910	6	N	N	1	*	*,65,*
contig_59	70631	4	N	N	1	*	*,59,*
contig_28	70000	7	N	N	1	*	*,28
contig_100	57178	4	N	N	1	*	*,100,*
contig_66	56188	10	N	N	1	*	*,66,*
contig_91	53939	4	N	N	1	*	*,91,*
contig_80	49573	22	Y	N	2	*	80
contig_51	47298	4	N	N	1	*	*,51,52,*
contig_73	47281	8	N	N	2	*	*,73,*
contig_47	47110	4	N	N	1	*	*,46,47,*
contig_44	46803	4	N	N	1	*	*,44,*
contig_18	38491	6	N	N	1	*	*,18,*
contig_50	37849	3	N	N	1	*	*,50,*
contig_95	35090	4	N	N	1	*	*,95,*
contig_97	34823	3	N	N	1	*	*,97,*
contig_71	30878	3	N	N	1	*	*,71,*
contig_89	30653	4	N	N	1	*	*,89,*
contig_10	26696	3	N	N	1	*	*,10,*
contig_88	23311	4	N	N	1	*	*,88,*
contig_46	23224	3	N	Y	1	*	*,46
contig_43	21184	5	N	N	1	*	*,43,*
contig_58	20918	3	N	N	1	*	*,58,*
contig_60	20742	3	N	N	1	*	*,60,*
contig_68	19928	6	N	N	1	*	*,68,*
contig_105	19106	19	Y	N	2	*	105
contig_45	18731	3	N	N	1	*	*,45,*
contig_106	18248	15	Y	N	1	*	106
contig_53	12505	8	N	N	1	*	*,53,*
contig_64	11753	5	N	N	1	*	*,64,*
contig_57	11272	3	N	N	1	*	*,57,*
contig_55	9939	4	N	N	1	*	*,55,*
contig_67	8872	5	N	N	1	*	*,67,*
contig_56	6145	7	N	N	1	*	*,56,*
contig_70	5239	4	N	Y	1	*	70
contig_62	4443	3	N	N	1	*	*,62,*
contig_74	1446	3	N	Y	1	8	*,74,*
contig_75	1444	3	N	Y	1	8	*,75,*
