#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_1	4765472	19	Y	N	1	*	1
contig_2	4758653	38	Y	N	2	*	2
contig_12	4045706	10	Y	N	1	*	12
contig_18	2992054	18	Y	N	1	*	18
contig_20	2845440	31	Y	N	1	*	20
contig_16	2718734	23	Y	N	1	*	16
contig_7	2001781	7	N	N	1	*	*,7,*
contig_9	1069621	6	N	N	1	*	*,9,*
contig_8	885795	6	N	N	1	*	*,8,*
contig_3	730761	6	N	N	1	*	*,3,*
contig_15	571919	6	N	N	1	*	*,15,*
contig_14	390156	6	N	N	1	*	*,14,*
contig_29	370994	6	N	N	1	*	*,29,*
contig_32	251778	6	N	N	1	*	*,32,*
contig_33	111071	5	N	N	1	*	*,33,*
contig_30	110007	27	Y	N	1	*	30
contig_13	101834	7	N	N	1	*	*,13,*
contig_31	85540	7	N	N	1	*	*,31,*
contig_23	64937	5	N	N	1	*	*,23,*
contig_11	50005	3	N	N	1	*	*,11,*
contig_5	50000	4	N	N	1	*	*,5,*
contig_36	49572	68	Y	N	4	*	36
contig_10	35910	3	N	N	1	*	*,10,*
contig_4	35821	3	N	N	1	*	*,4,*
contig_6	35457	3	N	N	1	*	*,6,*
contig_17	34691	4	N	N	1	*	*,17,*
contig_24	28775	6	N	N	1	*	*,24,*
contig_25	28507	5	N	N	1	*	*,25,*
contig_35	27387	20	Y	N	1	*	35
contig_22	25314	4	N	N	1	*	*,22,*
contig_26	19692	4	N	N	1	*	*,26,*
contig_27	18302	3	N	N	1	*	*,27,*
contig_34	12734	100	Y	N	5	*	34
contig_19	6038	7	Y	N	1	*	19
contig_28	5177	3	N	N	1	*	*,28,*
contig_21	2233	145	Y	Y	8	*	21
