results/bins/dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_10.fa.gz	data/hmw_individual/S.cerevisiae_hifiasm.fasta	85.6611	1	5
results/bins/dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_11.fa.gz	data/hmw_individual/S.cerevisiae_hifiasm.fasta	85.1041	2	4
results/bins/dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_1.fa.gz	data/hmw_individual/S.enterica_hifiasm.fasta	99.5165	1580	1581
results/bins/dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_1.fa.gz	data/hmw_individual/E.coli_hifiasm.fasta	81.963	897	1581
results/bins/dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_20.fa.gz	data/hmw_individual/S.cerevisiae_hifiasm.fasta	98.293	467	471
results/bins/dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_24.fa.gz	data/hmw_individual/S.cerevisiae_hifiasm.fasta	74.5686	1	3
results/bins/dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_26.fa.gz	data/hmw_individual/S.aureus_hifiasm.fasta	99.6099	904	905
results/bins/dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_29.fa.gz	data/hmw_individual/S.cerevisiae_hifiasm.fasta	88.8751	2	7
results/bins/dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_2.fa.gz	data/hmw_individual/E.coli_hifiasm.fasta	99.5831	1582	1584
results/bins/dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_2.fa.gz	data/hmw_individual/S.enterica_hifiasm.fasta	81.9999	875	1584
results/bins/dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_3.fa.gz	data/hmw_individual/L.monocytogenes_hifiasm.fasta	99.7163	993	995
results/bins/dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_47.fa.gz	data/hmw_individual/P.aeruginosa_hifiasm.fasta	99.8337	2257	2261
results/bins/dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_49.fa.gz	data/hmw_individual/C.neoformans_hifiasm.fasta	74.4103	1	3
results/bins/dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_4.fa.gz	data/hmw_individual/L.monocytogenes_hifiasm.fasta	99.6083	2	2
results/bins/dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_4.fa.gz	data/hmw_individual/B.subtilis_hifiasm.fasta	92.1987	2	2
results/bins/dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_4.fa.gz	data/hmw_individual/E.faecalis_hifiasm.fasta	91.3489	2	2
results/bins/dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_4.fa.gz	data/hmw_individual/S.aureus_hifiasm.fasta	90.7658	2	2
