#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_8	4757995	21	Y	N	1	*	8
contig_3	4201554	11	N	N	1	*	*,3,*
contig_20	4045430	8	N	N	1	*	*,20,*
contig_5	2992057	15	Y	N	1	*	5
contig_4	2845443	23	Y	N	2	*	4
contig_32	2718713	20	Y	N	2	*	32
contig_10	996381	5	N	N	1	*	*,10,*
contig_19	962272	5	N	N	1	*	*,19,*
contig_36	671169	4	N	N	1	*	*,36,*
contig_35	665718	5	N	N	1	*	*,35,*
contig_17	618162	5	N	N	1	*	*,17,*
contig_9	562994	11	N	N	1	*	*,9,*
contig_21	420038	5	N	N	1	*	*,21,*
contig_29	264302	5	N	N	1	*	*,29,*
contig_16	261204	4	N	N	1	*	*,16,*
contig_2	255476	5	N	N	1	*	*,2,*
contig_24	253373	4	N	N	1	*	*,24,*
contig_13	202591	5	N	N	1	*	*,13,*
contig_1	190578	5	N	N	1	*	*,1,*
contig_26	155237	6	N	N	1	*	*,26,*
contig_23	151662	4	N	N	1	*	*,23,*
contig_6	150427	5	N	N	1	*	*,6,*
contig_18	105607	4	N	N	1	*	*,18,*
contig_11	97108	6	N	N	1	*	*,11,*
contig_15	80323	4	N	N	1	*	*,15,*
contig_14	74685	4	N	N	1	*	*,14,*
contig_37	49570	33	Y	N	2	*	37
contig_30	32661	4	N	N	1	*	*,30,*
contig_25	20287	4	N	N	1	*	*,25,*
contig_7	18156	5	N	N	1	*	*,7,*
contig_28	16244	3	N	N	1	*	*,28,*
contig_27	14961	4	N	N	1	*	*,27,*
contig_38	9144	19	Y	Y	1	*	38
contig_22	6412	13	N	N	1	*	*,22,*
contig_31	6367	85	Y	N	8	*	31
contig_12	6155	6	Y	N	1	*	12
