#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_48	349096	3	N	N	1	*	*,47,48,*
contig_99	320420	4	N	N	1	*	*,99,*
contig_18	236382	3	N	N	1	*	*,18,*
contig_67	203622	3	N	N	1	*	*,67,*
contig_43	173972	5	N	N	1	*	*,43,*
contig_55	170717	5	N	N	1	*	*,55,*
contig_2	168625	3	N	N	1	*	*,2,*
contig_25	167578	5	N	N	1	*	*,25,*
contig_86	167385	3	N	N	1	*	*,86
contig_216	147656	3	N	N	1	*	*,216,*
contig_54	147269	3	N	N	1	*	*,54,*
contig_120	144820	6	N	N	1	*	*,120,*
contig_158	139352	3	N	N	1	*	*,158,*
contig_196	131491	3	N	N	1	*	*,196,*
contig_38	131306	5	N	N	1	*	*,38,*
contig_210	125065	5	N	N	1	*	*,210,*
contig_201	123674	5	N	N	1	*	*,201,*
contig_189	115373	3	N	N	1	*	*,189,*
contig_178	113925	3	N	N	1	*	*,178,*
contig_82	113517	8	N	N	1	*	*,82,*
contig_110	111996	4	N	N	1	*	*,110,*
contig_114	111755	3	N	N	1	*	*,114,*
contig_4	104975	4	N	N	1	*	*,4,*
contig_203	101684	4	N	N	1	*	17,203,*
contig_10	93160	4	N	N	1	*	*,10,*
contig_70	91662	4	N	N	1	*	*,70,*
contig_101	90847	6	N	N	2	*	*,101,*
contig_107	90164	6	N	N	1	*	*,107,*
contig_181	86623	5	N	N	1	*	*,181,*
contig_15	86616	3	N	N	1	*	15,*
contig_192	84707	6	N	N	1	*	*,192,*
contig_112	81733	3	N	N	1	*	*,112,*
contig_14	80664	5	N	N	1	*	-16,14,*
contig_194	80276	6	N	N	1	*	*,194,*
contig_74	78498	4	N	N	1	*	*,74,*
contig_188	77948	3	N	N	1	*	*,188,*
contig_5	76013	6	N	N	2	*	*,5
contig_133	75203	5	N	N	1	*	*,133,*
contig_148	73151	5	N	N	1	*	*,148,*
contig_151	71339	4	N	N	1	*	*,151,*
contig_64	67345	6	N	N	2	*	*,-63,64,*
contig_190	67342	7	N	N	2	*	*,190,*
contig_124	66715	3	N	N	1	*	*,124,*
contig_144	66618	3	N	N	1	*	*,144,*
contig_174	62167	3	N	N	1	*	*,174,*
contig_32	61858	5	N	N	1	*	*,32,*
contig_214	60154	6	N	N	1	*	*,214,*
contig_44	57623	3	N	N	1	*	*,44,*
contig_193	57294	8	N	N	1	*	*,193,*
contig_172	55481	3	N	N	1	*	*,172,*
contig_205	54840	5	N	N	1	*	*,205,*
contig_165	54094	3	N	N	1	*	*,165,*
contig_27	53948	3	N	N	1	*	*,27,*
contig_36	53900	6	N	N	1	*	*,36,*
contig_34	53676	5	N	N	1	*	*,34,*
contig_195	51813	3	N	N	1	*	*,195,*
contig_57	51639	7	N	N	1	*	*,57,*
contig_52	50976	3	N	N	1	*	*,52,*
contig_62	50670	5	N	N	1	*	*,62,*
contig_109	50595	8	N	N	2	*	*,109,*
contig_79	47769	3	N	N	1	*	*,79,*
contig_207	47666	6	N	N	2	*	*,207,63,*
contig_100	46508	3	N	N	1	*	*,100,*
contig_117	44374	3	N	N	1	*	*,117,*
contig_30	43888	5	N	N	1	*	*,29,30,*
contig_208	43734	5	N	N	1	*	*,208,*
contig_3	42930	4	N	N	1	*	*,3,*
contig_198	42410	6	N	N	1	*	*,198,*
contig_88	40550	3	N	N	1	*	*,88,*
contig_217	40429	4	N	N	1	*	*,217,*
contig_154	39690	3	N	N	1	*	*,154,*
contig_111	39601	5	N	N	1	*	*,111,*
contig_213	38545	7	N	N	2	*	*,213,*
contig_96	37749	3	N	N	1	*	*,96,*
contig_58	37194	5	N	N	1	*	*,58,*
contig_12	36049	5	N	N	1	*	*,12,*
contig_93	34374	6	N	N	2	*	93,*
contig_40	34348	5	N	N	1	*	*,40,*
contig_98	32404	5	N	N	1	*	*,98,*
contig_175	31324	5	N	N	1	*	*,175,*
contig_164	31018	8	N	N	2	*	*,164,*
contig_45	30182	5	N	N	1	*	*,45,*
contig_92	30036	3	N	N	1	*	*,92
contig_200	29548	6	N	N	1	*	*,200,*
contig_31	29360	4	N	N	1	*	*,29,31,*
contig_83	28975	5	N	N	1	*	*,83,*
contig_182	28699	3	N	N	1	*	*,182,*
contig_7	28677	6	N	N	1	*	*,7,*
contig_179	28644	4	N	N	1	*	*,179,*
contig_138	28423	4	N	N	1	*	*,138,*
contig_191	28278	5	N	N	1	*	*,191,*
contig_90	28136	4	N	N	1	*	*,90,*
contig_136	27982	3	N	N	1	*	*,136,*
contig_197	27145	3	N	N	1	*	*,197,*
contig_21	26987	5	N	N	1	*	*,21,*
contig_153	26449	3	N	N	1	*	*,153,*
contig_63	26152	6	N	Y	2	*	63,*
contig_139	26127	9	N	N	1	*	*,139,*
contig_202	26121	4	N	N	1	*	*,202,*
contig_206	25743	4	N	N	1	*	*,206,*
contig_119	25690	3	N	N	1	*	*,119,*
contig_121	25026	5	N	N	1	*	*,121,*
contig_85	24895	5	N	N	1	*	*,85,*
contig_157	24737	7	N	N	2	*	*,157,*
contig_73	24395	6	N	N	2	*	*,73,*
contig_95	24344	6	N	N	2	*	*,95,*
contig_26	24108	4	N	N	1	*	*,26,*
contig_199	22857	5	N	N	1	*	*,199,*
contig_61	22327	4	N	N	1	*	*,61,*
contig_35	22326	6	N	N	1	*	*,35,*
contig_41	22083	4	N	N	1	*	*,41,*
contig_68	22063	3	N	N	1	*	*,68,*
contig_102	21926	3	N	N	1	*	*,102,*
contig_59	21707	6	N	N	1	*	*,59,*
contig_184	19910	4	N	N	1	*	*,184,*
contig_185	19783	4	N	N	1	*	*,185,*
contig_29	19535	4	N	Y	1	*	*,29
contig_143	18579	4	N	N	1	*	*,143,*
contig_177	18328	4	N	N	1	*	*,177,*
contig_89	18046	6	N	N	2	*	*,89,*
contig_215	17910	4	N	N	1	*	*,215,*
contig_211	17623	3	N	N	1	*	*,211,*
contig_135	16594	5	N	N	1	*	*,135,*
contig_42	16415	8	N	N	1	*	*,42,*
contig_149	16257	3	N	N	1	*	*,149,*
contig_87	16252	4	N	N	1	*	*,87,*
contig_220	16119	5	N	N	1	*	*,220,*
contig_50	15991	3	N	N	1	*	*,50,*
contig_145	15809	3	N	N	1	*	*,145,*
contig_155	15405	4	N	N	1	*	*,155,*
contig_9	15158	8	N	N	2	*	*,9,*
contig_137	14387	6	N	N	1	*	*,137,*
contig_106	14124	3	N	N	1	*	*,106,*
contig_84	14026	4	N	N	1	*	*,84,*
contig_126	13880	5	N	N	1	*	*,126,*
contig_37	13801	6	N	N	1	*	*,37,*
contig_170	13612	7	N	N	2	*	*,170,*
contig_103	13605	3	N	N	1	*	*,103,*
contig_13	13298	4	N	N	1	*	*,13,*
contig_80	12895	6	N	N	2	*	*,80,*
contig_118	12787	6	N	N	1	*	*,118,*
contig_166	12651	4	N	N	1	*	*,166,*
contig_11	12309	7	N	N	2	*	*,11,*
contig_204	12308	9	N	N	2	*	*,204,*
contig_180	12282	7	N	N	1	*	*,180,*
contig_108	11995	5	N	N	1	*	*,108,*
contig_56	11760	4	N	N	1	*	*,56,*
contig_75	11561	5	N	N	1	*	*,75,*
contig_24	11541	4	N	N	1	*	*,24,*
contig_22	11522	6	N	N	1	*	*,22,*
contig_141	11176	3	N	N	1	*	*,141,*
contig_105	11138	7	N	N	2	*	*,105,*
contig_128	10968	4	N	N	1	*	*,128,*
contig_122	10930	3	N	N	1	*	*,122,*
contig_176	10832	3	N	N	1	*	*,176,*
contig_130	10720	4	N	N	1	*	*,130,*
contig_66	10509	3	N	N	1	*	*,66,*
contig_125	10478	4	N	Y	1	*	*,125
contig_53	10405	5	N	N	1	*	*,53,*
contig_218	10172	6	N	N	2	*	*,218,*
contig_8	10057	5	N	N	1	*	*,8,*
contig_127	10055	5	N	N	1	*	*,125,127,-125,*
contig_60	9904	4	N	N	1	*	*,60,*
contig_20	9680	4	N	N	1	*	*,20,*
contig_23	9580	3	N	N	1	*	*,23,*
contig_1	9539	4	N	N	1	*	*,1,*
