#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_63	6792072	55	Y	N	1	*	63
contig_2	4765321	119	Y	N	1	*	2
contig_1	4757743	226	Y	N	2	*	1
contig_78	4045481	97	Y	N	1	*	78
contig_33	2991979	161	Y	N	2	*	33
contig_32	2845330	269	Y	N	3	*	32
contig_76	2718645	222	Y	N	1	*	76
contig_19	784244	6	N	N	1	*	*,-34,-34,35,37,39,41,46,19,*
contig_59	597184	7	N	N	1	*	*,-34,-34,35,37,39,44,59,*
contig_15	565050	6	N	N	1	*	-90,15,-103,-46,-41,-47
contig_87	537527	6	N	N	1	*	*,87,-71,*
contig_13	537102	5	N	N	1	*	46,-66,-65,13,-44,-41,47
contig_16	492285	5	N	N	1	*	*,16,-51,-42,-39,-37,-35,34,34,34,*
contig_17	453082	6	N	N	1	*	*,17,57,-43,-39,-38,-35,34,34,*
contig_10	438364	5	N	N	1	*	*,10,66,-46,-41,-39,-38,-35,34,34,*
contig_58	436514	6	N	N	1	*	39,44,58,*
contig_99	347430	5	N	N	1	*	99,*
contig_12	316455	5	N	N	1	*	*,12,*
contig_55	298302	6	N	N	1	*	*,55,57,-43,-39,-38,-35,34,*
contig_14	295121	6	N	N	1	*	-90,14,*
contig_28	288948	5	N	N	1	*	*,28,*
contig_104	255188	6	N	N	1	*	27,67,104,*
contig_94	243678	5	N	N	1	*	94
contig_50	243215	6	N	N	1	*	39,42,50,57,-43,-39,-37,-35,*
contig_95	240678	5	N	N	1	*	-90,95,-44,-41,47
contig_98	237231	6	N	N	1	*	98,*
contig_91	232862	7	N	N	1	*	91
contig_52	222576	7	N	N	1	*	*,-34,-34,-34,35,37,39,42,49,52,-49,-42,-39,-37,-35,34,*
contig_97	199018	4	N	N	1	*	-22,-96,22,97,65,66,-46,-39,-38,-35,34,*
contig_40	186628	7	N	N	1	*	*,-34,-34,35,38,40
contig_80	184555	5	N	N	1	*	*,80,*
contig_73	173305	4	N	N	1	*	*,73,*
contig_64	167507	4	N	N	1	*	*,-34,35,37,39,41,45,64,*
contig_89	160390	3	N	N	1	*	89,-51,-42,47
contig_68	159859	7	N	N	1	*	*,68,*
contig_7	156569	6	N	N	1	*	7,*
contig_74	152058	5	N	N	1	*	*,74,*
contig_69	150300	7	N	N	1	*	*,-34,35,38,39,46,103,69,*
contig_100	150298	7	N	N	1	*	100,*
contig_62	149775	5	N	N	1	*	*,62,*
contig_11	138450	6	N	N	1	*	*,11,90
contig_29	138290	8	N	N	1	*	29,-39,-37,-35,34,34,34,*
contig_72	134880	8	N	N	1	*	*,71,72,*
contig_102	110007	172	Y	N	1	*	102
contig_9	103196	4	N	N	1	*	9,*
contig_79	101404	6	N	N	1	*	*,79,*
contig_77	89325	5	N	N	1	*	*,77,*
contig_8	86618	7	N	N	1	*	8,-67,-27
contig_105	81175	54	Y	N	1	*	105
contig_25	74485	5	N	N	1	*	25,*
contig_93	68731	7	N	N	1	*	-90,93
contig_101	62001	6	N	N	1	*	101,*
contig_56	60329	5	N	N	1	*	*,56,*
contig_106	49565	405	Y	N	3	*	106
contig_85	40913	4	N	N	1	*	*,85,*
contig_24	38561	5	N	N	1	*	24,*
contig_48	37635	3	N	N	1	*	*,48,*
contig_88	25473	35	Y	N	1	*	88
contig_20	23490	3	N	N	1	*	*,20,*
contig_75	20857	21	N	N	2	*	*,75,*
contig_18	18720	5	N	N	1	*	*,18,*
contig_53	18302	10	N	N	1	*	53,-45,-39,-37,-35,34,34,*
contig_81	16523	5	N	N	1	*	*,81,*
contig_6	14262	9	N	N	1	*	6,-43,-39,-38,-35,34,*
contig_21	12137	3	N	N	1	*	*,21,*
contig_70	11052	59	Y	Y	1	6	70
contig_60	10142	3	N	N	1	*	*,60,*
contig_61	9120	212	Y	Y	2	*	61
contig_83	8371	4	N	N	1	*	*,82,83,-82,*
contig_86	6943	3	N	N	1	*	*,86,*
contig_84	6340	21	Y	N	1	*	84
contig_92	5907	20	N	Y	1	18	92
contig_82	5803	3	N	Y	1	*	*,82
contig_26	5513	10	N	Y	1	14	26
contig_107	4432	159	Y	Y	19	*	107
contig_108	2989	385	Y	Y	21	*	108
contig_36	2538	6	N	N	1	*	*,36,*
contig_23	717	11	N	Y	1	14	23
