#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_2	4765463	20	Y	N	1	*	2
contig_1	4758159	41	Y	N	2	*	1
contig_6	4045655	11	Y	N	1	*	6
contig_20	2992064	20	Y	N	1	*	20
contig_14	2845440	35	Y	N	2	*	14
contig_16	2718712	25	Y	N	1	*	16
contig_5	2437054	7	N	N	1	*	*,5,*
contig_4	1141574	7	N	N	1	*	*,4,*
contig_13	1069492	7	N	N	1	*	*,13,*
contig_3	885060	7	N	N	1	*	*,3,*
contig_29	469110	6	N	N	1	*	*,29,*
contig_12	466562	7	N	N	1	*	*,12,*
contig_15	241948	7	N	N	1	*	*,15,*
contig_30	110007	29	Y	N	1	*	30
contig_11	60548	3	N	N	1	*	*,11,*
contig_23	52876	3	N	N	1	*	*,23,*
contig_8	49813	3	N	N	1	*	*,8,*
contig_33	49572	76	Y	N	4	*	33
contig_31	44927	4	N	N	1	*	*,31,*
contig_21	39620	3	N	N	1	*	*,21,*
contig_10	37942	3	N	N	1	*	*,10,*
contig_25	36554	3	N	N	1	*	*,25,*
contig_7	20588	3	N	N	1	*	*,7,*
contig_32	19602	5	N	N	1	*	*,32,*
contig_24	18312	3	N	N	1	*	*,24,*
contig_35	18254	24	Y	N	1	*	35
contig_34	6367	210	Y	Y	10	*	34
contig_28	6020	9	Y	N	1	*	28
contig_17	5636	6	N	N	1	*	*,17,*
contig_22	5177	3	N	N	1	*	*,22,*
contig_19	5017	65	N	N	3	*	*,19,*
contig_9	4202	4	N	N	1	*	*,9,*
contig_27	4030	3	N	N	1	*	*,27,*
contig_18	3905	51	N	N	2	*	*,18,*
contig_26	2744	4	N	N	1	*	*,26,*
