#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_46	2476186	8	N	N	1	*	*,46,*
contig_4	2308987	10	N	N	2	*	*,136,4
contig_30	1864380	13	N	N	2	*	*,30,-20
contig_48	1180642	6	N	N	1	*	*,48,*
contig_29	1106602	13	N	N	2	*	*,29,*
contig_2	736130	4	N	N	1	*	*,2,*
contig_34	621294	7	N	N	1	*	*,34,*
contig_148	555488	4	N	N	1	*	*,148,*
contig_12	552366	6	N	N	1	*	*,12,*
contig_14	510745	11	N	N	1	*	14
contig_32	488422	13	N	N	2	*	32,20
contig_37	459181	13	N	N	2	*	145,-28,145,37,*
contig_25	405248	5	N	N	1	*	*,25,-3,-136,*
contig_10	395187	6	N	N	1	*	*,10
contig_8	370341	5	N	N	1	*	*,8,*
contig_41	342014	12	N	N	2	*	*,41,*
contig_35	334444	7	N	N	1	*	*,35,*
contig_39	300203	6	N	N	1	*	*,39,*
contig_138	285866	5	N	N	1	*	*,136,138,*
contig_51	255278	4	N	N	1	*	*,51,*
contig_99	244445	6	N	N	1	*	*,99,*
contig_45	233665	8	N	N	1	*	*,45,*
contig_121	230661	4	N	N	1	*	*,121,*
contig_92	229067	6	N	N	1	*	*,92,*
contig_162	206188	7	N	N	1	*	*,162,*
contig_7	192203	7	N	N	1	*	*,7,*
contig_150	184650	4	N	N	1	*	*,150,*
contig_42	171941	6	N	N	1	*	*,42,*
contig_11	167992	13	N	N	2	*	*,11,*
contig_72	167362	5	N	N	1	*	*,72,*
contig_129	166070	6	N	N	1	*	*,129,*
contig_16	160743	7	N	N	1	*	*,16,20
contig_131	158808	8	N	N	1	*	*,131,*
contig_26	155241	14	N	N	2	*	26,-145
contig_9	153491	5	N	N	1	*	*,9,*
contig_5	151052	3	N	N	1	*	*,136,3,136,136,5,*
contig_49	130797	6	N	N	1	*	*,49,*
contig_79	128393	3	N	N	1	*	*,79,81,*
contig_78	122670	3	N	N	1	*	*,78,*
contig_33	121706	6	N	N	1	*	*,33,*
contig_47	115784	3	N	N	1	*	*,47,*
contig_61	113524	8	N	N	1	*	*,61,*
contig_160	112465	7	N	N	1	*	*,160,*
contig_82	112134	3	N	N	1	*	*,-81,82,*
contig_156	111773	3	N	N	1	*	*,156,*
contig_113	107421	10	N	N	1	*	*,113,*
contig_159	106819	4	N	N	1	*	*,159,*
contig_40	104974	3	N	N	1	*	*,40,*
contig_94	98640	3	N	N	1	*	*,94,*
contig_54	95313	4	N	N	1	*	*,54,*
contig_27	95093	14	N	N	2	*	27,-145
contig_141	86567	3	N	N	1	*	*,141,*
contig_154	85465	6	N	N	1	*	*,154,*
contig_88	77762	4	N	N	1	*	*,88,*
contig_86	76093	4	N	N	1	*	*,86,*
contig_106	73010	3	N	N	1	*	*,106,*
contig_68	72024	7	N	N	1	*	*,68,*
contig_96	71863	3	N	N	1	*	*,96,*
contig_133	71803	3	N	N	1	*	*,133,*
contig_15	70954	3	N	N	1	*	15,*
contig_93	70592	3	N	N	1	*	*,93,*
contig_137	70538	5	N	N	1	*	*,136,3,136,137,*
contig_38	69290	7	N	N	1	*	145,38,*
contig_151	66860	8	N	N	1	*	*,151,*
contig_89	65004	4	N	N	1	*	*,89,*
contig_128	63707	3	N	N	1	*	*,128,*
contig_91	60888	4	N	N	1	*	*,91,*
contig_143	60507	6	N	N	1	*	143,*
contig_120	59930	5	N	N	1	*	*,120,*
contig_75	59913	4	N	N	1	*	*,75,*
contig_157	59670	6	N	N	1	*	*,157,*
contig_139	55720	3	N	N	1	*	*,139,*
contig_76	54981	12	N	N	2	*	*,76,*
contig_142	54735	3	N	N	1	*	*,142,*
contig_103	52569	3	N	N	1	*	*,103,*
contig_69	52401	12	N	N	2	*	*,69,*
contig_22	51374	7	N	N	1	*	*,22,*
contig_23	50209	5	N	N	1	*	*,23,*
contig_144	50041	3	N	N	1	*	*,144,21,*
contig_84	49814	5	N	N	1	*	*,84,*
contig_155	49579	23	Y	N	3	*	155
contig_161	49366	5	N	N	1	*	*,161,*
contig_132	49200	5	N	N	1	*	*,132,*
contig_130	46428	4	N	N	1	*	*,130,*
contig_36	45677	7	N	N	1	*	-28,145,36,*
contig_55	45416	3	N	N	1	*	*,55,*
contig_63	43058	4	N	N	1	*	*,63,*
